idx,ts,truth_ts,obs_target_yaw_deg,obs_gimbal_yaw_deg,obs_err_yaw_deg,truth_target_yaw_deg,truth_gimbal_yaw_deg,truth_err_yaw_deg,target_yaw_rate_dps,gimbal_yaw_rate_dps,detected,u_px,cx_px,f_px,yaw_rate_cmd_dps
72,4.3949999999999285,4.3949999999999285,-5.901560922768084,-4.147425933678347,-1.7541349890897493,-5.901537658116945,-4.147425933678347,-1.7541117244385873,7.74351625966448,43.3836869952461,1,271.0,320.0,1600.0,60.0
73,4.434999999999928,4.434999999999928,-5.585134443024401,-2.383488315815431,-3.20164612720896,-5.584347966005513,-2.383488315815431,-3.2008596501900684,8.112751091969916,44.639958453826964,1,230.5,320.0,1600.0,33.30479267204973
74,4.474999999999927,4.474999999999927,-5.2485449530276185,-0.6532750485880549,-4.5952699044395615,-5.252782064761547,-0.6532750485880549,-4.599507016173504,8.462150021175406,35.63561958647698,1,191.4,320.0,1600.0,-6.115204994188997
75,4.514999999999926,4.514999999999926,-4.909154455011162,0.4466705878440305,-5.3558250428552014,-4.907654352241532,0.4466705878440305,-5.354324940085576,8.790671209111252,14.404936925191706,1,170.0,320.0,1600.0,-44.988759270546055
76,4.554999999999925,4.554999999999925,-4.547926282397725,0.5681955627591895,-5.1161218451569255,-4.549820108241055,0.5681955627591895,-5.118015671000251,9.09731344877416,-10.927739131334803,1,176.75,320.0,1600.0,-60.0
77,4.594999999999924,4.594999999999924,-4.188451504987597,-0.2769406210444242,-3.91151088394318,-4.180173741745372,-0.2769406210444242,-3.9032331207009463,9.381122568254556,-28.357211998166818,1,210.6,320.0,1600.0,-60.0
78,4.634999999999923,4.634999999999923,-3.7953909947795808,-1.5865059202707847,-2.2088850745087996,-3.799646779274179,-1.5865059202707847,-2.2131408590034027,9.641197954147882,-34.38865335968329,1,258.2857142857143,320.0,1600.0,-60.0
79,4.6749999999999226,4.6749999999999226,-3.4032067665845602,-3.009304488366354,-0.39390227821820645,-3.4092055917510544,-3.009304488366354,-0.39990110338470686,9.876699082654746,-36.420925805381245,1,309.0,320.0,1600.0,-60.0
80,4.714999999999922,4.714999999999922,-3.017441078192121,-4.506795804743513,1.4893547265513973,-3.009848861938543,-4.506795804743513,1.496946942804982,10.08685194008888,-38.20614379541446,1,361.6,320.0,1600.0,-60.0
81,4.754999999999921,4.754999999999921,-2.5972855721911117,-6.0725424233344985,3.475256851143399,-2.6026047992932955,-6.0725424233344985,3.4699376240411937,10.270955210924377,-39.85392855356558,1,417.1666666666667,320.0,1600.0,-30.508103897236516
82,4.79499999999992,4.79499999999992,-2.194305874225705,-7.610978325613762,5.416672451388052,-2.1885281139890345,-7.610978325613762,5.422450211624721,10.428386111123732,-30.146448752976358,1,471.7142857142857,320.0,1600.0,11.75119777274086
83,4.834999999999919,4.834999999999919,-1.7706278173237422,-8.46626655847634,6.695638741152607,-1.7686967666970488,-8.46626655847634,6.697569791779301,10.558605747493312,-7.405006878530786,1,507.8333333333333,320.0,1600.0,56.82182692629806
84,4.874999999999918,4.874999999999918,-1.3401427668673591,-8.294678018707735,6.954535251840383,-1.344208515365905,-8.294678018707735,6.950469503341822,10.66116389028949,18.276472049749106,1,515.1666666666666,320.0,1600.0,60.0
85,4.914999999999917,4.914999999999917,-0.9100352203813884,-7.057568553195851,6.147533332814476,-0.916177284566681,-7.057568553195851,6.141391268629178,10.735703056190541,35.350916975654044,1,492.3333333333333,320.0,1600.0,60.0
86,4.954999999999917,4.954999999999917,-0.4799719850735471,-5.565896074394151,5.085924089320599,-0.4857293868332805,-5.565896074394151,5.080166687560876,10.78196181185935,38.275357485436736,1,462.4,320.0,1600.0,60.0
87,4.994999999999916,4.994999999999916,-0.05349421791026998,-3.9965736230017836,3.9430794050915097,-0.05399962870742262,-3.9965736230017836,3.9425739942943494,10.799777224314917,39.945808986628734,1,430.2857142857143,320.0,1600.0,60.0
88,5.034999999999915,5.034999999999915,0.3767312177369604,-2.3642114103930956,2.740942628130057,0.3778726632116675,-2.3642114103930956,2.742084073604758,10.789086402742315,41.46273744864716,1,396.6,320.0,1600.0,60.0
89,5.074999999999914,5.074999999999914,0.8119702230174255,-0.6738059306191835,1.485776153636607,0.8087476590982646,-0.6738059306191835,1.4825535897174404,10.74992709662572,42.86426116673339,1,361.5,320.0,1600.0,60.0
90,5.114999999999913,5.114999999999913,1.2390658318397527,1.0702483985852191,0.16881743325453158,1.237489047518568,1.0702483985852191,0.16724064893335822,10.682437336525213,44.1598041733053,1,324.7142857142857,320.0,1600.0,60.0
91,5.154999999999912,5.154999999999912,1.6608607671376774,2.8638953116266515,-1.203034544488986,1.662968023633561,2.8638953116266515,-1.2009272879930961,10.58685412571648,45.35739753308336,1,286.4,320.0,1600.0,60.0
92,5.1949999999999115,5.1949999999999115,2.091077055222428,4.703385371570292,-2.612308316347878,2.084067206546862,4.703385371570292,-2.6193181650234294,10.46351121253332,46.46444718600256,1,247.0,320.0,1600.0,47.723594519596055
93,5.234999999999911,5.234999999999911,2.501883446635304,6.547628726193004,-4.045745279557707,2.4996844499685316,6.547628726193004,-4.047944276224484,10.312835993867564,42.81289962394857,1,206.83333333333334,320.0,1600.0,9.077415939882115
94,5.27499999999991,5.27499999999991,2.9091923123133085,8.05787717060613,-5.148684858292825,2.9087365127690723,8.05787717060613,-5.1491406578370515,10.135345619211696,25.688470606412906,1,175.83333333333334,320.0,1600.0,-31.535020231830945
95,5.314999999999909,5.314999999999909,3.3013729181102462,8.639448511458012,-5.338075593347753,3.310162559114904,8.639448511458012,-5.329285952343099,9.931642381275022,0.14536097885700539,1,170.5,320.0,1600.0,-60.0
96,5.354999999999908,5.354999999999908,3.7058687170075473,8.190823657025925,-4.484954940018383,3.7029274616051064,8.190823657025925,-4.487896195420831,9.702408493071758,-22.492850773241095,1,194.5,320.0,1600.0,-60.0
97,5.394999999999907,5.394999999999907,4.084098200480611,7.003653454532649,-2.919555254052028,4.086024885050355,7.003653454532649,-2.9176285694823036,9.448400362099758,-32.04228221716769,1,238.4,320.0,1600.0,-60.0
98,5.434999999999906,5.434999999999906,4.456594801328123,5.667981271493268,-1.211386470165138,4.458480133118281,5.667981271493268,-1.209501138374975,9.170442479569639,-34.33300459893797,1,286.1666666666667,320.0,1600.0,-60.0
99,5.4749999999999055,5.4749999999999055,4.823282062365479,4.250343364681994,0.5729386976834974,4.819352744876686,4.250343364681994,0.5690093801947,8.869421046515072,-36.27821598802439,1,336.0,320.0,1600.0,-60.0
100,5.514999999999905,5.514999999999905,5.17055336489571,2.758394782728889,2.4121585821668248,5.16773883315953,2.758394782728889,2.409344050430633,8.546277459059535,-38.071817489593336,1,387.4,320.0,1600.0,-51.75743402555296
101,5.554999999999904,5.554999999999904,5.497962696723903,1.2230534565660083,4.274909240157882,5.502773161525664,1.2230534565660083,4.2797197049596605,8.202001772302415,-36.59089596007499,1,439.6,320.0,1600.0,-14.962264569755503
102,5.594999999999903,5.594999999999903,5.821167756383545,-0.09195468786454203,5.913122444248074,5.823630961252414,-0.09195468786454203,5.915585649116963,7.837626256493283,-21.859897059766503,1,485.7142857142857,320.0,1600.0,28.06465503129891
103,5.634999999999902,5.634999999999902,6.121792178025032,-0.5444089172074814,6.666201095232509,6.129529494192669,-0.5444089172074814,6.673938411400144,7.454219150749025,3.4251768383445937,1,507.0,320.0,1600.0,60.0
104,5.674999999999901,5.674999999999901,6.418684865823934,0.05294710748772537,6.365737758336195,6.419729371328521,0.05294710748772537,6.366782263840804,7.052878708957228,26.589625094058956,1,498.5,320.0,1600.0,60.0
105,5.7149999999999,5.7149999999999,6.697633845382171,1.4483208471642532,5.249312998217931,6.693535640398405,1.4483208471642532,5.24521479323414,6.6347276201601595,37.3767775675063,1,467.0,320.0,1600.0,60.0
106,5.7549999999998995,5.7549999999998995,6.9580849428630245,2.9895487985390825,3.9685361443239344,6.95029865899759,2.9895487985390825,3.9607498604585203,6.200907872099405,39.30498113913477,1,431.0,320.0,1600.0,60.0
107,5.794999999999899,5.794999999999899,7.191986985059515,4.597546659252494,2.594440325807028,7.189414772012576,4.597546659252494,2.591868112760096,5.7525761121865076,40.87536312201361,1,392.5,320.0,1600.0,60.0
108,5.834999999999898,5.834999999999898,7.411235024325748,6.26547218615064,1.1457628381751022,7.410326814125667,6.26547218615064,1.144854627975036,5.290899545385602,42.321427016940135,1,352.0,320.0,1600.0,60.0
109,5.874999999999897,5.874999999999897,7.609168282837544,7.988747268857066,-0.37957898601951,7.612524459409712,7.988747268857066,-0.37622280944734143,4.817052393747354,43.65801431725449,1,309.4,320.0,1600.0,60.0
110,5.914999999999896,5.914999999999896,7.788457522170717,9.763185973644124,-1.9747284514733963,7.795544440733337,9.763185973644124,-1.9676415329107897,4.3322129279636705,44.89354544317821,1,264.8333333333333,320.0,1600.0,60.0
111,5.954999999999895,5.954999999999895,7.95151641513479,11.584920057044275,-3.6334036419094957,7.958970661835159,11.584920057044275,-3.625949395209119,3.837561067607086,46.03566449933482,1,218.4,320.0,1600.0,25.381702118331237
112,5.994999999999894,5.994999999999894,8.105110870267367,13.344277954753391,-5.239167084486013,8.102434224532415,13.344277954753391,-5.241843730220978,3.3342765339070994,33.9086625073742,1,173.28571428571428,320.0,1600.0,-17.966569225593958
113,6.034999999999894,6.034999999999894,8.227968010139591,14.292890455587543,-6.064922445447962,8.225613392644846,14.292890455587543,-6.067277062942708,2.823537527169799,8.920015595323898,1,150.0,320.0,1600.0,-60.0
114,6.074999999999893,6.074999999999893,8.327768554684354,14.158884207880412,-5.831115653196065,8.32823351288358,14.158884207880412,-5.8306506949968195,2.3065198903861757,-17.687489475922558,1,156.6,320.0,1600.0,-60.0
115,6.114999999999892,6.114999999999892,8.417101055654456,13.008812941307262,-4.591711885652813,8.41006691122636,13.008812941307262,-4.598746030080889,1.784396711273302,-32.02283072414337,1,191.5,320.0,1600.0,-60.0
116,6.154999999999891,6.154999999999891,8.468368022788297,11.670014149997275,-3.2016461272089884,8.470932781225686,11.670014149997275,-3.1990813687716013,1.258338306987094,-34.43161263218046,1,230.5,320.0,1600.0,-60.0
